Entity,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sierra Leone,SLE,1144714100.0,1165422500.0,1218344000.0,1239052400.0,1321886000.0,1416799500.0,1440885000.0,1441407700.0,1470523100.0,1595891800.0,1733465600.0,1793546000.0,1809692200.0,1850530000.0,1915295400.0,1947265800.0,1938519200.0,1939424000.0,1986092900.0,2075690900.0,2176227000.0,2238933500.0,2345993700.0,2296662300.0,2390665500.0,2263689000.0,2291669200.0,2457386000.0,2283403000.0,2300072000.0,2377124400.0,2433033200.0,1970442900.0,1997527600.0,1958628100.0,1801942700.0,1833545500.0,1725786500.0,1756592000.0,1721824000.0,1836372400.0,1719846100.0,2176020500.0,2382386200.0,2536737300.0,2647174100.0,2760555500.0,2980753200.0,3142783700.0,3243649300.0,3458946300.0,3666823000.0,4224244200.0,5114673000.0,5347864000.0,4252029400.0,4521894000.0,4691637000.0,4854573000.0,5109620000.0,5009038000.0,5214643700.0,5394942000.0
Singapore,SGP,5946720000.0,6430636500.0,6916371000.0,7610787000.0,7374611500.0,7952357400.0,8761915000.0,9857909000.0,11191388000.0,12739585000.0,14515739000.0,16317641000.0,18490425000.0,20450966000.0,21702035000.0,22567672000.0,24246067000.0,25907515000.0,27922391000.0,30590220000.0,33683923000.0,37327150000.0,39978180000.0,43398107000.0,47213790000.0,46919790000.0,47549833000.0,52684230000.0,58618370000.0,64573310000.0,70914990000.0,75658070000.0,80681615000.0,89927440000.0,99905510000.0,107074000000.0,115074000000.0,124644000000.0,121913000000.0,128884000000.0,140533000000.0,139028000000.0,144483000000.0,151054000000.0,166069000000.0,178302000000.0,194362000000.0,211896000000.0,215845000000.0,216121000000.0,247501000000.0,262883000000.0,274543000000.0,287770000000.0,299095000000.0,307999000000.0,319092000000.0,333593000000.0,345521000000.0,350121000000.0,336462000000.0,366348000000.0,379709000000.0
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257551700.0,1297793400.0,1357492000.0,1376368500.0,1394353900.0,1416390000.0,1417888800.0,1431610500.0,1323735600.0,1232967200.0,1368162000.0,1185966800.0,1240255600.0,1361800700.0
Slovakia,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35304374000.0,35975627000.0,38208102000.0,40440790000.0,43117933000.0,45673030000.0,47534707000.0,47484360000.0,48038277000.0,49601340000.0,51838083000.0,54688702000.0,57575653000.0,61389156000.0,66603045000.0,73817506000.0,77932750000.0,73681100000.0,78629994000.0,80730554000.0,81795230000.0,82312780000.0,84532910000.0,88900890000.0,90629070000.0,93291815000.0,97051845000.0,99489060000.0,96170610000.0,100776000000.0,102540000000.0
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26417687000.0,27263846000.0,28640614000.0,29579844000.0,31157240000.0,32301450000.0,33340445000.0,34509226000.0,35530790000.0,37079646000.0,38487920000.0,40699590000.0,43540484000.0,45068685000.0,41666703000.0,42226600000.0,42590310000.0,41466163000.0,41039360000.0,42175394000.0,43107504000.0,44483432000.0,46625480000.0,48702350000.0,50417980000.0,48279810000.0,52252512000.0,53538337000.0
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,526656500.0,517192400.0,508557540.0,528343420.0,529242660.0,512665060.0,511632420.0,554718500.0,561653600.0,585604000.0,598487300.0,634396540.0,714964860.0,743563460.0,803792100.0,884883600.0,899129400.0,890910660.0,902416900.0,898033600.0,769821300.0,708569660.0,688729860.0,733658900.0,790028100.0,848157100.0,883256260.0,915403900.0,972396700.0,1000248700.0,1097356800.0,1178889700.0,1207961200.0,1271231100.0,1286348800.0,1307909900.0,1380560800.0,1423017900.0,1462093800.0,1487673300.0,1437373400.0,1429184100.0,1371124400.0
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5908339700.0,6353024500.0,6984947000.0,7433681400.0,8139895300.0,8383606000.0,8687665000.0,8465279000.0,8745278000.0,8958058000.0
South Africa,ZAF,65652790000.0,68176960000.0,72388890000.0,77726640000.0,83897830000.0,89034720000.0,92986425000.0,99678220000.0,103818000000.0,108714000000.0,114420000000.0,119316000000.0,121291000000.0,126836000000.0,134587000000.0,136869000000.0,139948000000.0,139817000000.0,144032000000.0,149491000000.0,159388000000.0,167933000000.0,167289000000.0,164200000000.0,172573000000.0,170482000000.0,170512000000.0,174094000000.0,181406000000.0,185751000000.0,185160000000.0,183275000000.0,179358000000.0,181571000000.0,187381000000.0,193190000000.0,201497000000.0,206736000000.0,207770000000.0,212756000000.0,221692000000.0,227678000000.0,236103000000.0,243065000000.0,254136000000.0,267547000000.0,282540000000.0,297685000000.0,307184000000.0,302460000000.0,311654000000.0,321529000000.0,329233000000.0,337416000000.0,342187000000.0,346710000000.0,349014000000.0,353055000000.0,358552000000.0,359484000000.0,338046000000.0,353945000000.0,360707000000.0
South Asia (WB),,188653000000.0,196602000000.0,203302000000.0,214060000000.0,230669000000.0,229420000000.0,232271000000.0,246461000000.0,257803000000.0,272697000000.0,288806000000.0,290585000000.0,285465000000.0,296554000000.0,303897000000.0,324847000000.0,333311000000.0,354047000000.0,375776000000.0,366240000000.0,390098000000.0,415219000000.0,431258000000.0,459983000000.0,479445000000.0,505648000000.0,530063000000.0,552652000000.0,598898000000.0,631103000000.0,665058000000.0,679084000000.0,718508000000.0,749292000000.0,793616000000.0,847692000000.0,904558000000.0,937976000000.0,989050000000.0,1063350000000.0,1107080000000.0,1156210000000.0,1197820000000.0,1283780000000.0,1380700000000.0,1485810000000.0,1599030000000.0,1713200000000.0,1769700000000.0,1892680000000.0,2032090000000.0,2135140000000.0,2250030000000.0,2385240000000.0,2548580000000.0,2733400000000.0,2945950000000.0,3137540000000.0,3336300000000.0,3467220000000.0,3306900000000.0,3579870000000.0,3812080000000.0
South Korea,KOR,25704086000.0,27486919000.0,28557609000.0,31133667000.0,34083217000.0,36577575000.0,40964674000.0,44684104000.0,50567110000.0,57930370000.0,63753960000.0,70477140000.0,75561615000.0,86819030000.0,95077110000.0,102531000000.0,116087000000.0,130408000000.0,144691000000.0,157238000000.0,154650000000.0,165856000000.0,179686000000.0,203721000000.0,225216000000.0,242871000000.0,270381000000.0,304784000000.0,341321000000.0,365462000000.0,401561000000.0,444841000000.0,472415000000.0,504905000000.0,551703000000.0,604747000000.0,652466000000.0,692727000000.0,657194000000.0,732554000000.0,798929000000.0,837696000000.0,902410000000.0,930811000000.0,979189000000.0,1021380000000.0,1075150000000.0,1137500000000.0,1171770000000.0,1181060000000.0,1261430000000.0,1307920000000.0,1339350000000.0,1381730000000.0,1425980000000.0,1466040000000.0,1509240000000.0,1556930000000.0,1602190000000.0,1638150000000.0,1626530000000.0,1696540000000.0,1740870000000.0
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20185217000.0,21202885000.0,22367648000.0,21329717000.0,11500531000.0,13010520000.0,13449448000.0,11997800000.0,,,,,,,
Spain,ESP,189279000000.0,211687000000.0,232757000000.0,255094000000.0,268635000000.0,285434000000.0,306116000000.0,319403000000.0,340474000000.0,370800000000.0,386704000000.0,404684000000.0,437665000000.0,471752000000.0,498259000000.0,500960000000.0,517511000000.0,532201000000.0,539987000000.0,540211000000.0,552143000000.0,551412000000.0,558285000000.0,568167000000.0,578307000000.0,591732000000.0,610983000000.0,644875000000.0,677727000000.0,710441000000.0,737306000000.0,756078000000.0,763103000000.0,755232000000.0,773230000000.0,794552000000.0,815692000000.0,845893000000.0,883054000000.0,922708000000.0,971112000000.0,1009310000000.0,1036870000000.0,1067790000000.0,1101130000000.0,1141350000000.0,1188170000000.0,1231000000000.0,1241920000000.0,1195190000000.0,1197140000000.0,1187390000000.0,1152250000000.0,1136080000000.0,1151940000000.0,1196160000000.0,1232490000000.0,1269170000000.0,1298160000000.0,1323920000000.0,1176070000000.0,1251380000000.0,1323590000000.0
Sri Lanka,LKA,,6530549000.0,6779887000.0,6950520000.0,7222037500.0,7405257000.0,7777281500.0,8278062600.0,8758281000.0,9434142000.0,9797038000.0,9925076000.0,9884335000.0,10581913000.0,10988875000.0,11662079000.0,12051022000.0,12665695000.0,13381793000.0,14238704000.0,15071102000.0,15930083000.0,16589827000.0,17388460000.0,18275123000.0,19188770000.0,20024547000.0,20370092000.0,20873781000.0,21353732000.0,22720369000.0,23765504000.0,24811184000.0,26523170000.0,28008446000.0,29548935000.0,30671786000.0,32636434000.0,34169833000.0,35639320000.0,37777690000.0,37193870000.0,38668490000.0,40965500000.0,43196097000.0,45892290000.0,49411445000.0,52769853000.0,55909708000.0,57888300000.0,62528610000.0,67949515000.0,73815040000.0,76805840000.0,81704500000.0,85140955000.0,89443660000.0,95222330000.0,97422050000.0,97207250000.0,92711880000.0,95968130000.0,88459610000.0
Sub-Saharan Africa (WB),,260064000000.0,262606000000.0,278489000000.0,295480000000.0,310125000000.0,324927000000.0,329338000000.0,325302000000.0,334985000000.0,366392000000.0,403991000000.0,435654000000.0,447096000000.0,466493000000.0,503426000000.0,502830000000.0,530534000000.0,546009000000.0,543217000000.0,564700000000.0,586047000000.0,581533000000.0,575205000000.0,560762000000.0,572452000000.0,582945000000.0,594277000000.0,612984000000.0,639627000000.0,656648000000.0,672874000000.0,676382000000.0,675406000000.0,670411000000.0,677592000000.0,700544000000.0,736543000000.0,768737000000.0,787877000000.0,804946000000.0,833109000000.0,868556000000.0,923388000000.0,961302000000.0,1024330000000.0,1085810000000.0,1151700000000.0,1222510000000.0,1285380000000.0,1323850000000.0,1402390000000.0,1461260000000.0,1501180000000.0,1577120000000.0,1653870000000.0,1701780000000.0,1723560000000.0,1765690000000.0,1812420000000.0,1858810000000.0,1822340000000.0,1898020000000.0,1966070000000.0
Sudan,SDN,15807202000.0,15810741000.0,16904188000.0,16422930000.0,16238920000.0,17339443000.0,16719532000.0,16957633000.0,17290547000.0,17530774000.0,18569486000.0,18986801000.0,18023983000.0,18137930000.0,20213866000.0,23390167000.0,27288189000.0,28986567000.0,27267377000.0,25898936000.0,26293717000.0,28249330000.0,29932612000.0,30549973000.0,29019752000.0,27197010000.0,28669405000.0,32746447000.0,32638026000.0,35553060000.0,33608286000.0,36132573000.0,38509326000.0,40268720000.0,40673915000.0,43113170000.0,45665087000.0,54027580000.0,56355360000.0,58104685000.0,61791932000.0,65808630000.0,69761410000.0,74148570000.0,77960460000.0,82360170000.0,87739460000.0,92771550000.0,96340240000.0,93673824000.0,97287990000.0,94161610000.0,78149720000.0,79677660000.0,83391730000.0,84984670000.0,87931630000.0,88555290000.0,86181180000.0,84303946000.0,81243880000.0,79725820000.0,78965710000.0
Suriname,SUR,1039837440.0,1089749600.0,1132249900.0,1195655800.0,1273373400.0,1426178300.0,1700004500.0,1905705100.0,2050538600.0,2142812900.0,2200669000.0,2286495000.0,2272776000.0,2231866000.0,2240793600.0,2303535600.0,2506247000.0,2761884000.0,2944168400.0,2926503400.0,2668971000.0,2858468000.0,2738412300.0,2631614200.0,2581613600.0,2633246000.0,2654312000.0,2489744400.0,2683944400.0,2796670200.0,2670820000.0,2742932200.0,2753903900.0,2569392400.0,2656751600.0,2656751600.0,2683319300.0,2836268300.0,2901502700.0,2860881700.0,2920960000.0,3043640300.0,3128862500.0,3325980700.0,3608689000.0,3771080000.0,3989559300.0,4193485000.0,4367238000.0,4498853400.0,4731391500.0,5008148000.0,5142885000.0,5293748000.0,5307273700.0,5126237700.0,4874242600.0,4950690300.0,5195664000.0,5256327700.0,4416619500.0,4309057500.0,4413928400.0
Sweden,SWE,123687000000.0,130714000000.0,136281000000.0,143542000000.0,153333000000.0,159193000000.0,162521000000.0,167991000000.0,174103000000.0,182824000000.0,196150000000.0,198003000000.0,202535000000.0,210571000000.0,217306000000.0,222853000000.0,225212000000.0,221617000000.0,225498000000.0,234157000000.0,238138000000.0,239221000000.0,242208000000.0,246812000000.0,257251000000.0,262808000000.0,269881000000.0,278933000000.0,286071000000.0,293665000000.0,295882000000.0,292491000000.0,289102000000.0,283130000000.0,294257000000.0,305837000000.0,310667000000.0,320207000000.0,334013000000.0,348199000000.0,364796000000.0,370084000000.0,378214000000.0,386950000000.0,403732000000.0,415273000000.0,434637000000.0,449585000000.0,447559000000.0,428136000000.0,453619000000.0,468114000000.0,465360000000.0,470887000000.0,483402000000.0,505104000000.0,515562000000.0,528802000000.0,539113000000.0,549821000000.0,537889000000.0,570953000000.0,587578000000.0
Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,377720000000.0,383769000000.0,378744000000.0,381164000000.0,392631000000.0,407055000000.0,414621000000.0,421194000000.0,434999000000.0,453838000000.0,470515000000.0,466206000000.0,466002000000.0,465415000000.0,471325000000.0,473591000000.0,475823000000.0,486583000000.0,501326000000.0,509662000000.0,529838000000.0,538186000000.0,537792000000.0,537618000000.0,552143000000.0,567325000000.0,590436000000.0,613560000000.0,630788000000.0,616297000000.0,636286000000.0,647822000000.0,655462000000.0,667209000000.0,682887000000.0,694118000000.0,708477000000.0,718133000000.0,738674000000.0,747110000000.0,731109000000.0,770529000000.0,790319000000.0
Syria,SYR,2417037600.0,2678877000.0,3335772200.0,3047136300.0,3329647400.0,3406208500.0,3145324800.0,3405055700.0,3532033000.0,4194922000.0,4119545300.0,4488484400.0,5640261000.0,5049734000.0,6352352000.0,7391061500.0,8296795600.0,8147493000.0,8957565000.0,9037107000.0,10348221000.0,11150761000.0,11461766000.0,11727717000.0,10835164000.0,11848339000.0,10906050000.0,11089521000.0,13086870000.0,11300867000.0,11723470000.0,12622246000.0,14259703000.0,15136803000.0,16228624000.0,17368943000.0,19075540000.0,20033860000.0,21393218000.0,20633020000.0,20772426000.0,20989972000.0,21820090000.0,23392104000.0,25006852000.0,26561047000.0,27901370000.0,29484659000.0,30804590000.0,32625770000.0,34319671000.0,35297784000.0,26000693000.0,19162489000.0,17186770000.0,16468399000.0,15413501000.0,15302018000.0,15515202000.0,15704596000.0,15675962000.0,15879709000.0,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,6548214300.0,6777402000.0,6696072700.0,7626827000.0,7131083300.0,7088296400.0,6585027600.0,4675369500.0,3908609000.0,3076075300.0,2694140000.0,2244218600.0,2281936600.0,2403172900.0,2492079400.0,2699528200.0,2958165800.0,3277647600.0,3638188800.0,4012922400.0,4281788000.0,4581513000.0,4938871300.0,5329042000.0,5536875000.0,5896771600.0,6333133000.0,6808118000.0,7311918000.0,7801817000.0,8271431700.0,8842161000.0,9469954000.0,10189670000.0,10943706000.0,11425230000.0,12499201000.0,13499137000.0
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12377066000.0,12842994000.0,13747792000.0,14032645000.0,14114641000.0,14284835000.0,14508773000.0,15026724000.0,15709593000.0,16263399000.0,16866529000.0,17686895000.0,18486480000.0,19608760000.0,20999647000.0,22400910000.0,24081832000.0,25882268000.0,27572955000.0,29439240000.0,31113277000.0,32752669000.0,34828050000.0,37500113000.0,39187673000.0,41845220000.0,44662430000.0,47413920000.0,50669887000.0,54078590000.0,57054360000.0,60363510000.0,61565930000.0,64226430000.0,67153890000.0
Thailand,THA,15908737000.0,16761787000.0,18028016000.0,19470225000.0,20800236000.0,22502042000.0,25004835000.0,27159247000.0,29365195000.0,31288810000.0,34858220000.0,36564660000.0,38129082000.0,42032140000.0,43909403000.0,46091880000.0,50390778000.0,55350977000.0,61049774000.0,64329224000.0,67657322000.0,71653750000.0,75488910000.0,79704370000.0,84289300000.0,88206430000.0,93087620000.0,101949000000.0,115496000000.0,129575000000.0,144045000000.0,156373000000.0,169013000000.0,182960000000.0,197591000000.0,213636000000.0,225711000000.0,219496000000.0,202739000000.0,212009000000.0,221455000000.0,229082000000.0,243168000000.0,260650000000.0,277044000000.0,288645000000.0,302985000000.0,319452000000.0,324965000000.0,322721000000.0,346968000000.0,349883000000.0,375224000000.0,385308000000.0,389102000000.0,401296000000.0,415081000000.0,432422000000.0,450683000000.0,460213000000.0,432292000000.0,438742000000.0,450139000000.0
Togo,TGO,751799100.0,843287940.0,875110700.0,918863550.0,1050132540.0,1212480000.0,1326558800.0,1399524500.0,1469832300.0,1629027800.0,1670149500.0,1670149500.0,1797501000.0,1866479900.0,1956684000.0,2004437600.0,1963316200.0,2099945100.0,2331893000.0,2211387000.0,2533739800.0,2449741600.0,2361982000.0,2234104000.0,2358221000.0,2489233200.0,2528725000.0,2541625600.0,2710449700.0,2820494600.0,2813622300.0,2793927700.0,2682710300.0,2277732900.0,2618992400.0,2824474000.0,3074050600.0,3516018400.0,3435154400.0,3520406300.0,3492824800.0,3521586000.0,3656343800.0,3902056400.0,3863868200.0,3683568600.0,3781188000.0,3736754400.0,3887556600.0,4099577000.0,4339581000.0,4592285700.0,4881723400.0,5166047700.0,5457064000.0,5755458000.0,5998044000.0,6238441000.0,6537585700.0,6859419600.0,7007740400.0,7427613700.0,7859198500.0
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,222218180.0,232754130.0,237368260.0,241494640.0,257333000.0,262785000.0,270630820.0,265537890.0,266573230.0,261124220.0,277875200.0,278575400.0,288988700.0,303300930.0,325680100.0,331560350.0,335616800.0,343868830.0,356629380.0,359753440.0,373240320.0,391335040.0,400367230.0,390715600.0,391032200.0,390450980.0,391509470.0,410106850.0,388784960.0,391908800.0,418630200.0,422075970.0,423394140.0,431941220.0,437003070.0,465718560.0,481191740.0,482352500.0,485760260.0,488133900.0,475112900.0,
Trinidad and Tobago,TTO,3625841700.0,4134803500.0,4248199000.0,4486293500.0,4828620300.0,4862123500.0,5059371000.0,5162709500.0,5431952400.0,5580282000.0,5777468400.0,5837573600.0,6175005700.0,6277290000.0,6516304000.0,6612612600.0,7036160500.0,7677984300.0,8447047700.0,8751089000.0,9660398000.0,10102574000.0,10486402000.0,9406268000.0,8865323000.0,8500123000.0,8221390300.0,7846349000.0,7538793500.0,7476228000.0,7589056500.0,7825259000.0,8615060000.0,8557416400.0,8862675000.0,9200335000.0,9856731000.0,10598238000.0,11459299000.0,12378887000.0,13233198000.0,13784827000.0,14878889000.0,17027548000.0,18381246000.0,19522527000.0,22101074000.0,23151804000.0,23937053000.0,22885802000.0,23646350000.0,23576746000.0,25332427000.0,26227149000.0,27237850000.0,27026082000.0,24991795000.0,23791985000.0,23648653000.0,23734084000.0,21579528000.0,21355653000.0,21672196000.0
Tunisia,TUN,,,,,,4856664600.0,5024455700.0,5032593000.0,5556472300.0,5820283400.0,6092069000.0,6735403500.0,7930447400.0,7878531000.0,8514705400.0,9124026000.0,9842713000.0,10178457000.0,10833997000.0,11545522000.0,12402054000.0,13085913000.0,13021303000.0,13630949000.0,14414572000.0,15228789000.0,15008430000.0,16014201000.0,16025757000.0,16305678000.0,17601950000.0,18289226000.0,19716833000.0,20148599000.0,20789004000.0,21277893000.0,22798428000.0,24038877000.0,25188841000.0,26713934000.0,27972151000.0,29034052000.0,29418043000.0,30801396000.0,32722106000.0,33862978000.0,35638790000.0,38029980000.0,39641604000.0,40848077000.0,42061730000.0,41200880000.0,42938188000.0,43981558000.0,45340730000.0,45779493000.0,46291046000.0,47326966000.0,48569266000.0,49340470000.0,44989665000.0,46971675000.0,48116780000.0
Turkey,TUR,68945000000.0,69742050000.0,73627680000.0,80302990000.0,84686774000.0,87077930000.0,96841820000.0,101425000000.0,108299000000.0,112719000000.0,116364000000.0,122842000000.0,131964000000.0,136269000000.0,143892000000.0,154215000000.0,170348000000.0,176151000000.0,178799000000.0,177683000000.0,173334000000.0,181752000000.0,188229000000.0,197586000000.0,210848000000.0,219790000000.0,235202000000.0,257512000000.0,263489000000.0,264253000000.0,288740000000.0,290819000000.0,305464000000.0,328836000000.0,313485000000.0,338182000000.0,363139000000.0,390657000000.0,400049000000.0,386994000000.0,413826000000.0,390031000000.0,415179000000.0,439106000000.0,482121000000.0,525475000000.0,561984000000.0,590328000000.0,595139000000.0,566435000000.0,614169000000.0,682957000000.0,715660000000.0,776390000000.0,814741000000.0,864314000000.0,893036000000.0,960031000000.0,988959000000.0,997054000000.0,1015600000000.0,1131780000000.0,1194400000000.0
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,9134688000.0,10141662000.0,9710102000.0,13145979000.0,12540572000.0,10663752000.0,10823708000.0,8951221000.0,8306730000.0,8863280000.0,7852866000.0,8410419700.0,9798139000.0,10334005000.0,10782898000.0,10810630000.0,11164010000.0,11722257000.0,13250140000.0,14704119000.0,16330291000.0,18730844000.0,19873425000.0,21701782000.0,24891943000.0,27654949000.0,30475753000.0,33614756000.0,35799716000.0,38019297000.0,40490550000.0,43000963000.0,45710025000.0,44155884000.0,46142900000.0,46927327000.0
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777808600.0,770245950.0,778494340.0,846311300.0,942070000.0,1010381200.0,985220500.0,1040500800.0,1095902800.0,802388500.0,874603460.0,928828860.0
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21562114.0,22340330.0,22963356.0,23907338.0,26365820.0,25046356.0,23553250.0,25909352.0,29925604.0,29457606.0,29171722.0,29171722.0,31949982.0,30560852.0,29866288.0,28477158.0,29171722.0,31255418.0,33339112.0,31255418.0,30560852.0,32644548.0,31949982.0,33339112.0,33339112.0,36811936.0,38895630.0,39847948.0,40400750.0,45984984.0,44019156.0,44813324.0,45116852.0
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,4983495700.0,5269775400.0,5251611600.0,5077973500.0,5097782000.0,5299751000.0,5737885000.0,6102926300.0,6498038300.0,6858945500.0,7093409000.0,7684026400.0,8176083500.0,9118234000.0,9945450000.0,10452668000.0,10965400000.0,11848547000.0,12220817000.0,12854304000.0,13976829000.0,14881586000.0,15894610000.0,16901147000.0,18723891000.0,20299026000.0,22066817000.0,23567696000.0,24896350000.0,27234530000.0,28279644000.0,29294008000.0,30789850000.0,32387185000.0,33935616000.0,34998276000.0,37204540000.0,39600046000.0,40768766000.0,42210587000.0,44147216000.0
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,161846000000.0,166000000000.0,172429000000.0,161488000000.0,147439000000.0,132842000000.0,113979000000.0,87877435000.0,77156390000.0,69440750000.0,67357530000.0,66077737000.0,65945580000.0,69836366000.0,75981970000.0,80039140000.0,87656150000.0,97995506000.0,101005000000.0,108653000000.0,117579000000.0,120217000000.0,102021000000.0,106195000000.0,111978000000.0,112149000000.0,112200000000.0,100891000000.0,91030970000.0,93253020000.0,95453766000.0,98783535000.0,101944000000.0,98118350000.0,101499000000.0,71962894000.0
United Arab Emirates,ARE,,,,,,,,,,,,,,,,57430274000.0,66921690000.0,81269250000.0,79977400000.0,96711524000.0,119801000000.0,125383000000.0,116958000000.0,111407000000.0,115883000000.0,111717000000.0,95006425000.0,98219520000.0,95647244000.0,107448000000.0,127141000000.0,128235000000.0,132524000000.0,134195000000.0,143450000000.0,153044000000.0,161918000000.0,175179000000.0,175691000000.0,180790000000.0,200410000000.0,203214000000.0,208159000000.0,226479000000.0,248144000000.0,260192000000.0,285788000000.0,294889000000.0,304301000000.0,288347000000.0,292969000000.0,311180000000.0,316857000000.0,332876000000.0,346743000000.0,370276000000.0,390868000000.0,393741000000.0,398915000000.0,403336000000.0,383343000000.0,400036000000.0,431441000000.0
United Kingdom,GBR,781540000000.0,802463000000.0,811313000000.0,850859000000.0,897943000000.0,917179000000.0,931607000000.0,957566000000.0,1009670000000.0,1029090000000.0,1073440000000.0,1111060000000.0,1159070000000.0,1234690000000.0,1204020000000.0,1186270000000.0,1220800000000.0,1250800000000.0,1303390000000.0,1352250000000.0,1324780000000.0,1314350000000.0,1340570000000.0,1397160000000.0,1428870000000.0,1488130000000.0,1535010000000.0,1617790000000.0,1710530000000.0,1754620000000.0,1767490000000.0,1747990000000.0,1755000000000.0,1798700000000.0,1867880000000.0,1915170000000.0,1964620000000.0,2061370000000.0,2131750000000.0,2197120000000.0,2292010000000.0,2351110000000.0,2393240000000.0,2468550000000.0,2528450000000.0,2597700000000.0,2659680000000.0,2729380000000.0,2723220000000.0,2597540000000.0,2655690000000.0,2686100000000.0,2726740000000.0,2775610000000.0,2864320000000.0,2927910000000.0,2984160000000.0,3063390000000.0,3106390000000.0,3157390000000.0,2830290000000.0,3075810000000.0,3209500000000.0
United States Virgin Islands,VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4688210000.0,4669640700.0,4823080400.0,4991180000.0,5166120000.0,5373312000.0,5438792700.0,5080115700.0,5110413000.0,4691142000.0,3996266500.0,3745095000.0,3678637000.0,3663000000.0,3721639200.0,3694274300.0,3764641500.0,3875078700.0,3800802300.0,3909284900.0,
United States of America,USA,3457190000000.0,3536700000000.0,3752440000000.0,3917550000000.0,4144770000000.0,4410030000000.0,4696680000000.0,4814100000000.0,5045180000000.0,5201580000000.0,5186830000000.0,5357650000000.0,5639410000000.0,5957790000000.0,5925590000000.0,5913410000000.0,6232040000000.0,6520220000000.0,6881130000000.0,7099000000000.0,7080770000000.0,7260460000000.0,7129560000000.0,7456370000000.0,7995970000000.0,8329370000000.0,8617790000000.0,8915900000000.0,9288320000000.0,9629450000000.0,9811060000000.0,9800430000000.0,10145600000000.0,10424800000000.0,10844800000000.0,11135900000000.0,11556000000000.0,12070000000000.0,12610900000000.0,13215500000000.0,13754300000000.0,13885600000000.0,14121100000000.0,14515900000000.0,15075100000000.0,15600200000000.0,16034400000000.0,16356700000000.0,16376700000000.0,15950900000000.0,16383000000000.0,16637000000000.0,17016400000000.0,17329800000000.0,17726300000000.0,18206000000000.0,18509600000000.0,18924600000000.0,19482000000000.0,19929000000000.0,19377400000000.0,20529500000000.0,20926800000000.0
Upper-middle-income countries,,1352090000000.0,1354480000000.0,1398550000000.0,1448620000000.0,1571830000000.0,1680120000000.0,1781390000000.0,1837800000000.0,1944920000000.0,2094170000000.0,2266700000000.0,2418610000000.0,2580080000000.0,2785950000000.0,2956560000000.0,3105510000000.0,3263710000000.0,3425120000000.0,3607140000000.0,3855500000000.0,4109560000000.0,4219360000000.0,4306340000000.0,4344980000000.0,4616810000000.0,4837210000000.0,5062570000000.0,5343990000000.0,5553870000000.0,5702730000000.0,5779950000000.0,5859220000000.0,5941620000000.0,6206700000000.0,6448860000000.0,6691480000000.0,7050300000000.0,7461580000000.0,7631290000000.0,7900090000000.0,8401160000000.0,8700100000000.0,9104880000000.0,9640040000000.0,10404200000000.0,11194600000000.0,12172500000000.0,13320400000000.0,14174600000000.0,14552200000000.0,15761300000000.0,16844400000000.0,17840500000000.0,18827400000000.0,19713500000000.0,20560000000000.0,21426800000000.0,22542100000000.0,23655500000000.0,24630600000000.0,24462300000000.0,26317700000000.0,27139700000000.0
